FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,total transactions,total bitcoin sent,total bitcoin received,total bitcoin balance
0,2.2,0.52,9.82,4,2,383.444947,1617.555053,1000.5,0.001078,1440.886163,500.249528,6,2000.998113,2001,0.001886545
0,0,2139.17,226751.72,0,106,0,0.610044,0.24245,0,0,0,107,0,25.69969155,25.69969155
0,107.7,0.82,324.73,3,2,37.922463,63.077537,50.5,10,80.99847,33.666157,5,100.9984698,101,0.001530218
0,22.27,0,66.82,3,1,101,101,101,2.967649,51.66187,33.666149,4,100.998446,101,0.001554
0,0,0,1.85,1,1,0.400386,0.400386,0.400386,0.399915,0.399915,0.399915,2,0.399914657,0.400386293,0.000471636
0,5415.26,6231.35,418461.68,37,35,0.001306,6,1.486644,0,5.99,0.923492,72,34.16921,52.03254857,17.86333857
0,70.22,65.04,335.57,2,3,0.1,19,6.7,1.099496,18.99952,10.049508,5,20.09901578,20.1,0.000984218
0,162.74,0,325.48,2,2,5.851946,95.148054,50.5,5.135532,95.863442,50.499487,4,100.9989738,101,0.001026218
0,23912.73,38684.33,259529.37,6,3,0.429956,9.668,3.604319,0,9.65,1.730043,9,10.38025793,10.8129564,0.432698472
0,0,0,3.67,1,1,0.614,0.614,0.614,0.613528,0.613528,0.613528,2,0.613528364,0.614,0.000471636
0,31,28.68,293692.23,2959,7041,0,7235.718239,17.793263,0,8388,43.065091,10000,127429.6036,125282.3621,-2147.241565
0,5292.26,1511.15,404475.25,75,5,1.00E-05,3,1.020002,0,2.11,0.098657,80,7.399272021,5.10001,-2.299262021
0,5005.32,323.46,46665.18,9,5,0.01,321,96.554073,1.271,161.9,53.640612,14,482.7655107,482.770365,0.004854288
0,4.68,10516.15,31562.5,3,3,0.033,0.424192,0.164668,0.032575,0.42372,0.164223,6,0.492667732,0.49400519,0.001337458
0,8803.44,6987.37,927316.67,72,42,0.001,233.000902,66.81637,0,420,42.203816,114,3038.67475,2806.287544,-232.387206
0,0,3859.25,46311.03,0,12,0.348604,21,4.578709,0,0,0,13,0,54.94451139,54.94451139
0,2.97,0,8.92,3,2,104.563287,1896.436713,1000.5,13.52205,1517.465439,666.999528,5,2000.998585,2001,0.001414909
0,303.77,5239.32,162343.73,17,30,0.13816,0.211248,0.200063,0.138076,1.61475,0.352323,47,5.98949172,6.001902665,0.012410945
0,5.86,9701.54,19414.8,2,2,0.09,0.540187,0.315093,0.08916,0.539548,0.314354,4,0.628708249,0.630186793,0.001478544
0,2.12,0,6.35,3,2,453.839346,1547.160654,1000.5,0.016,1902.580659,666.999528,5,2000.998585,2001,0.001414909
0,9278.67,42480.23,1031264.95,15,21,0.005,39.77,17.976705,0,95.07958,25.166625,36,377.4993719,377.5108082,0.011436346
0,5.63,743.96,118412.68,154,158,0.095,39.99,11.734755,0.099373,39.989568,12.039063,312,1854.015773,1854.09135,0.075577223
0,1961.82,127049.3,787799.4,13,6,0.13222,11.62123,3.230944,0.000761,11.563028,1.490469,19,19.37609882,19.38566217,0.00956335
0,135.81,7964.75,606999.18,71,75,0.012202,15,1.64051,0.99881,14.998421,1.732118,146,122.9804057,123.0382481,0.057842323
0,22.14,0,66.42,3,1,101,101,101,2.21628,79.177996,33.666149,4,100.998446,101,0.001554
0,157.89,0,315.78,2,1,101,101,101,0.216037,100.782979,50.499508,3,100.9990158,101,0.000984218
0,0,4945.39,133525.62,0,27,0,9.258606,2.500996,0,0,0,28,0,67.5269044,67.5269044
0,19.48,0,58.45,3,1,101,101,101,0.004097,56.612967,33.666149,4,100.998446,101,0.001554
0,12835.89,15992.51,929031.45,35,30,0.01,14.341,3.271709,0,15.185,2.6654,65,93.289,98.15127086,4.86227086
0,12.84,3545.12,32021.65,9,9,17.995,36,25.771667,17.994528,35.99937,25.771191,18,231.9407158,231.945,0.004284209
0,0,14046.59,98326.1,0,7,1,9.105675,5.272354,0,0,0,8,0,36.906479,36.906479
0,162.92,0,325.83,2,1,101,101,101,0.999228,99.999344,50.499286,3,100.9985715,101,0.001428506
0,0,80.07,5068.28,1,2,0.107646,0.279034,0.19334,0.386139,0.386139,0.386139,3,0.38613938,0.38667973,0.00054035
0,10.84,813.8,74218,90,90,0.084352,1.018237,0.666168,0.083932,1.017817,0.665748,180,59.91727852,59.95507853,0.037800005
0,468.99,86307.97,694215.65,8,8,1.099268,5.925416,4.625803,1.098638,5.924869,4.624875,16,36.99899846,37.00642596,0.0074275
0,40.91,50390.16,504310.72,10,10,0.000484,40.0405,8.750201,0,40.04008,8.749545,20,87.49544543,87.5020066,0.006561175
0,3.88,5058.44,20249.25,4,4,0.737971,6.326112,3.646618,0.737155,6.325351,3.645686,8,14.58274357,14.58647107,0.0037275
0,1575.15,111619.28,919731.77,17,8,0.01422,42.37323,10.509312,0.00032,29.399505,4.945058,25,84.0659938,84.07449519,0.00850139
0,0,0,94.15,1,1,1,1,1,0.996956,0.996956,0.996956,2,0.99695578,1,0.00304422
0,33567.88,26777.43,449578.93,11,3,1.743941,5.145,2.96208,0,4,0.796583,14,8.76241448,8.88624149,0.12382701
0,0,0,5.33,1,1,0.439194,0.439194,0.439194,0.438574,0.438574,0.438574,2,0.43857364,0.43919364,0.00062
0,24577.42,57080.98,294130.07,5,3,0.995,20.1461,8.445367,0,20.141836,5.062696,8,25.31347847,25.3361,0.022621526
0,16.24,0,64.95,4,1,101,101,101,0.45,57.332645,25.249475,5,100.9979,101,0.0021
0,2168.29,16565.23,371721.03,11,21,0.101263,3.524432,0.852591,0.005497,5.222367,1.627207,32,17.89928219,17.90441746,0.005135271
0,8.02,3553.22,754974.67,211,212,0.308,685,14.740865,0.306242,684.998242,14.809534,423,3124.811671,3125.063312,0.25164099
0,0,3801.27,319306.83,0,84,0,1.002936,0.383202,0,0,0,85,0,32.18894124,32.18894124
0,60.82,373.29,1045850.95,29,2797,0.055402,0.261503,0.106866,1,22.85,6.467759,2826,187.565,298.9055085,111.3405085
0,111.15,16324.36,459972.12,26,28,0.407551,8.397996,2.916854,1.059537,8.54963,3.140447,54,81.65161672,81.67190415,0.020287426
0,4.33,10691.71,246000.43,21,23,0.017965,4.08,0.915225,0.289855,4.096207,1.000953,44,21.02000342,21.05018501,0.030181586
0,0,0,2557.08,1,1,1.012701,1.012701,1.012701,1.01226,1.01226,1.01226,2,1.01226017,1.01270117,0.000441
0,0,1876.59,198918.6,0,106,0,1.028043,0.470665,0,0,0,107,0,49.89050417,49.89050417
0,23.97,0.52,72.95,3,2,7.030231,93.969769,50.5,1.999097,83.455404,33.666155,5,100.9984639,101,0.001536086
0,0,614.67,1229.35,0,2,0,0,0,0,0,0,2,0,0,0
0,6518.01,33517.14,506493.87,16,12,1,42.046518,12.822676,0,42.0408,11.464425,28,183.4308,153.8721148,-29.55868523
0,1684.23,3223.02,203960.2,79,22,0.000559,30.617556,6.319689,0,68.115027,1.826419,101,144.2871211,139.0331567,-5.253964382
0,1.6,0.93,8.25,4,2,562.665566,1438.334434,1000.5,0.001078,1557.671453,500.249528,6,2000.998113,2001,0.001886545
0,103299.49,37551.75,826452.87,8,7,0,52.532971,23.290155,0,50,16.6275,15,133.02,163.0310845,30.01108451
0,512.14,565.46,1062632.63,40,1843,0.050062,1.013717,0.270548,2,54.866862,8.734169,1883,349.3667541,498.6205357,149.2537816
0,5502.02,6322.42,40154.92,5,2,4,5.809269,4.904635,0.326537,3.99958,1.961434,7,9.80716926,9.80926928,0.00210002
0,8.12,9652.16,77282.2,8,8,0.2,5.04,2.39125,0.197154,5.038072,2.389408,16,19.11526771,19.13,0.01473229
0,0,1781.53,523770.92,0,294,0,2.196973,0.723916,0,0,0,295,0,212.8312929,212.8312929
0,2.28,14639.7,131777.85,9,9,0.1,1,0.410631,0.09941,0.999561,0.410149,18,3.691340447,3.69567739,0.004336943
0,128.23,698.55,213263.63,1625,7,0.1,1,0.653671,0,0.7,0.00349,1632,5.6712,4.57570025,-1.09549975
0,856.36,2201.5,44034.05,18,13,0.011106,0.596578,0.126769,0.0075,0.596137,0.091114,31,1.640059646,1.647997646,0.007938
0,0,28348.22,226785.75,0,8,0,19.19,4.49625,0,0,0,9,0,35.97,35.97
0,10360.43,10995.8,267905.93,11,14,1.358,26.290755,11.569866,1.35758,34.103689,14.724821,25,161.9730365,161.9781202,0.005083783
0,18608.76,8514.66,374372.13,16,9,1.965,32.19492,8.663918,0.1,15,5.184935,25,82.95895787,77.97525787,-4.9837
0,52022.74,350.51,313187.98,6,3,1.4,2.4,1.767713,0,1.41,0.881667,9,5.29,5.30313769,0.01313769
0,30.87,5059.64,1119851.92,218,220,0.010152,0.1575,0.067557,0.000145,0.435063,0.067222,438,14.65429711,14.86254402,0.208246912
0,513.93,2948.3,272947.57,32,87,0.049003,0.099048,0.050442,0.009226,0.7,0.162452,119,5.198479346,4.388413219,-0.810066127
0,20746.43,13679.01,1226092.45,38,32,0.983485,300,54.828862,0,200,46.433874,70,1764.487222,1754.523574,-9.96364786
0,126958.69,7792.29,1543263.55,7,84,0.010028,1.607471,0.055082,0,1.642172,0.692494,91,4.847455643,4.62690739,-0.220548253
0,19901.17,35635.1,940884.37,24,13,0.002142,2.027,0.379974,0,2.021,0.218348,37,5.240356863,4.93965753,-0.300699333
0,157.54,0,315.08,2,1,101,101,101,0.383318,100.615698,50.499508,3,100.9990158,101,0.000984218
0,0,0,130068.93,1,1,0.112211,0.112211,0.112211,0.112127,0.112127,0.112127,2,0.11212697,0.11221097,8.40E-05
0,0,0,3.2,1,1,2.409084,2.409084,2.409084,2.408612,2.408612,2.408612,2,2.408612364,2.409084,0.000471636
0,0,0,42.62,1,1,1.0617,1.0617,1.0617,1.061196,1.061196,1.061196,2,1.061196,1.0617,0.000504
0,29232.53,11356.35,587803.78,17,8,0.004665,2.892861,0.828522,0,0.022,0.001624,25,0.0276,6.62817813,6.60057813
0,161.74,0.61,324.7,2,2,13.620548,87.379452,50.5,6.240411,94.758563,50.499487,4,100.9989738,101,0.001026218
0,1.51,133781.55,535138.3,8,4,0.021521,0.027259,0.023828,0,0.032174,0.01109,12,0.088716861,0.0953111,0.006594239
0,36.82,0,110.45,3,1,101,101,101,0.05,97.324027,33.666163,4,100.998488,101,0.001512
0,534.83,1811.85,204029.25,19,107,0.09958,9.995,0.677836,0.002,20.4,3.816704,126,72.51737333,72.52842801,0.011054682
0,40705.19,5242.65,859753.03,17,32,0.33629,265,11.963891,0.000529,264.9982,22.519675,49,382.8344679,382.8445198,0.010051869
0,0,614.25,207756.37,1,2,0.207511,0.38,0.293755,0.586661,0.586661,0.586661,3,0.58666088,0.58751088,0.00085
0,0,1.38,13800.85,0,9999,0,100,0.100101,0,0,0,10000,0,1000.911499,1000.911499
0,6075,12437.12,496623.32,6,37,0.013797,0.500001,0.128521,0.45,1,0.697333,43,4.184,4.755290075,0.571290075
0,4.28,33756.85,135044.5,4,4,1.006027,141.409083,39.309972,1.002774,141.409155,39.307882,8,157.2315287,157.2398863,0.00835763
0,0,1846.79,229002.38,0,124,0,0.954,0.19999,0,0,0,125,0,24.79879684,24.79879684
0,4.71,0.38,14.88,3,2,508.995016,1492.004984,1000.5,3.887237,1965.853131,666.999528,5,2000.998585,2001,0.001414909
0,164.17,0.03,328.38,2,2,15.747327,85.252673,50.5,2.092,98.906974,50.499487,4,100.9989738,101,0.001026218
0,32.12,0,96.37,3,1,101,101,101,0.005092,96.771725,33.666163,4,100.998488,101,0.001512
0,0,8872.07,283906.08,0,32,0,1.001567,0.671923,0,0,0,33,0,21.50152334,21.50152334
0,0,319.54,2143.17,1,5,0.949562,8.49,4.01696,20.074296,20.074296,20.074296,6,20.07429604,20.08480004,0.010504
0,0,0,402.78,1,1,2,2,2,1.99938,1.99938,1.99938,2,1.99938,2,0.00062
0,2351.93,14639.74,106653.9,8,6,0.002,2.621782,0.896366,0,2.463453,0.671792,14,5.374336586,5.37819605,0.003859464
0,23.14,0,69.43,3,1,101,101,101,22,56.652414,40.998884,4,122.996652,101,-21.996652
0,21.36,32654.11,326690.58,7,10,0.015,1.99954,0.363961,0.100242,1.994898,0.517252,17,3.62076535,3.63960512,0.01883977
0,50723.92,9654.82,934645.53,15,18,0.028007,5.005648,0.391943,0.025,2.789456,0.286725,33,4.300868537,7.05497541,2.754106873
0,7790.94,6300.76,652348.73,53,38,0.1,12.53082,3.121616,0,13.207765,2.180489,91,115.565927,118.6214225,3.055495557
0,22.9,0,68.7,3,1,101,101,101,1.004162,87.764658,33.666149,4,100.998446,101,0.001554
0,22.99,1.38,71.73,3,2,17.07066,83.92934,50.5,0.03951,55.361365,33.666149,5,100.998446,101,0.001554
0,0,2106.35,200102.78,0,95,0,1.09852,0.836339,0,0,0,96,0,79.45224381,79.45224381
0,6.2,12970.92,999219.65,74,77,0.0075,1950,139.405313,0,1949.999377,145.055439,151,10734.10249,10734.20911,0.106614403
0,807.56,640.37,19100.73,7,21,0.009496,3.68528,0.790643,0.01,4.163972,2.371478,28,16.60034504,16.60349504,0.00315
0,2.13,4356.17,135086.17,21,31,0.049001,0.254142,0.07809,0.054815,0.260376,0.113879,52,2.39145466,2.420787961,0.029333301
0,126.86,198.53,206946.73,1625,4,0.003,5,1.25825,0,0,0,1629,0,5.033,5.033
0,108.76,0,326.28,3,1,101,101,101,0.01,100.488512,33.666171,4,100.9985118,101,0.001488218
0,33.44,0,100.33,3,1,101,101,101,3,88.254185,33.666163,4,100.998488,101,0.001512
0,7367.48,4132.04,953221.08,112,31,0.009076,40,5.722515,0,20,1.656501,143,185.528125,177.39797,-8.130154988
0,33.83,0,101.48,3,1,101,101,101,0.1,52.900768,33.666163,4,100.998488,101,0.001512
0,10.13,515.01,122899.27,9998,44,0,2.412473,0.072052,0,298,0.480662,10042,4805.658283,3.170289033,-4802.487994
0,0,0,22076.73,1,1,1,1,1,0.999559,0.999559,0.999559,2,0.999559,1,0.000441
0,0,0,6.15,1,1,0.042361,0.042361,0.042361,0.04189,0.04189,0.04189,2,0.041889804,0.04236144,0.000471636
0,0,0,16.1,1,1,5,5,5,4.999418,4.999418,4.999418,2,4.999418468,5,0.000581532
0,17.54,62396.92,374486.77,6,6,0.1,25,6.683333,0.097289,24.998242,6.680139,12,40.0808311,40.1,0.0191689
0,0,1450.1,200114,0,138,0,0.961735,0.393492,0,0,0,139,0,54.30187896,54.30187896
0,0,9946.53,198930.6,0,20,0,115.071575,22.318661,0,0,0,21,0,446.3732223,446.3732223
0,0,2139.34,226769.97,0,106,0,0.384329,0.196172,0,0,0,107,0,20.79428335,20.79428335
0,0,2394.9,201171.8,0,84,0,1,0.323138,0,0,0,85,0,27.14362337,27.14362337
0,1640.14,4248.23,462412.32,212,27,0.01,55,7.980593,0,52,1.466288,239,310.853,215.476,-95.377
0,158.55,0.84,318.78,2,2,8.567171,92.432829,50.5,6,94.999016,50.499508,4,100.9990158,101,0.000984218
0,3.63,10604.56,63649.13,6,6,400,690,533.966667,399.998334,689.99938,533.965822,12,3203.794932,3203.8,0.005067513
0,56.56,4767.05,964833.48,202,200,0.002226,2.989122,0.105815,0.000216,2.988702,0.104161,402,21.04044099,21.1630752,0.122634209
0,5520.42,11513.34,463069.5,38,22,0.276263,42.856488,13.299358,0.5,40,7.751511,60,294.5574154,292.5858827,-1.971532695
0,26969.87,4685.39,464315.7,16,7,0.100704,4.1238,1.802786,0,6.5,0.78125,23,12.5,12.6195039,0.1195039
0,0,1955.01,226781.43,0,116,0,0.463344,0.233199,0,0,0,117,0,27.05109265,27.05109265
0,0,1578.58,198900.7,0,126,0,0.47675,0.212348,0,0,0,127,0,26.75582878,26.75582878
0,1342.1,3909.09,1004582.78,32,246,0.0002,1.09877,0.81926,0.05,24.99979,6.159624,278,197.1079778,201.5379446,4.429966807
0,21.63,0,64.9,3,1,101,101,101,7.05,53.783431,33.666149,4,100.998446,101,0.001554
0,0,2024.86,226784.83,0,112,0,0.422199,0.206824,0,0,0,113,0,23.16431391,23.16431391
0,136670.13,1660.79,286626.55,2,8,2.057054,156.065337,51.033034,1,407,204,10,408,408.2642694,0.26426943
0,0,0,3.88,1,1,0.133444,0.133444,0.133444,0.132244,0.132244,0.132244,2,0.13224443,0.13344443,0.0012
0,9590.14,45144.95,218940.35,4,4,3,14.159118,6.564544,0.003711,19.171713,6.56398,8,26.25592155,26.258175,0.002253447
0,0,9064.66,190357.85,0,21,0,820.75,212.054265,0,0,0,22,0,4453.139562,4453.139562
0,0,0,438.95,1,1,8.274884,8.274884,8.274884,8.274264,8.274264,8.274264,2,8.2742644,8.2748844,0.00062
0,1123.47,270.51,787431.1,698,12,0.00057,277.77,84.370922,0,294.51,4.584183,751,3199.760064,1012.45107,-2187.308994
0,26577.3,6973.26,529835.78,16,15,0.098842,3.5,0.97967,0,3.5,0.917788,31,14.684609,14.6950509,0.0104419
0,0,0,1.35,1,1,6.291,6.291,6.291,6.290528,6.290528,6.290528,2,6.290528364,6.291,0.000471636
0,0,9761.08,97610.85,0,10,0,9.678069,4.159299,0,0,0,11,0,41.59299069,41.59299069
0,157.73,0,315.47,2,1,101,101,101,0.197195,100.801376,50.499286,3,100.9985715,101,0.001428506
0,6.4,3682.74,18445.72,5,5,0.1,0.658179,0.349036,0.098787,0.657398,0.348227,10,1.741133542,1.74517932,0.004045778
0,28514.02,11936.93,698930.08,22,6,0.008,60.195,10.316333,0,50,2.809545,28,61.81,61.898,0.088
0,2077.07,976.44,125690.6,45,33,0.001,25.616883,3.488138,0,35,2.557502,78,115.0876029,115.1085621,0.020959194
0,2848.66,7022.17,1035306.22,6,145,0.001519,9.312976,0.263624,1.023,6.13,2.5916,151,15.5496,38.22541954,22.67581954
0,48.68,21508.24,43113.85,2,2,2.657489,15.906607,9.282048,2.654445,15.901964,9.278205,4,18.55640931,18.56409632,0.00768701
0,0,14513.63,319299.83,0,22,0,1.007346,0.765089,0,0,0,23,0,16.83195227,16.83195227
0,255.97,16414.01,50777.87,6,3,0.001304,0.099,0.039768,0,0.114103,0.019017,9,0.114103311,0.119304225,0.005200914
0,77173.02,19234.75,539977.12,6,4,0.490816,3.028099,1.879351,0.004861,3.018389,1.252346,10,7.514076104,7.51740336,0.003327256
0,6.08,13535.38,81242.65,5,6,0.03,100,38.005,15.999324,99.998724,45.605259,11,228.0262933,228.03,0.00370667
0,0,0,18.45,1,1,0.940096,0.940096,0.940096,0.937896,0.937896,0.937896,2,0.937896,0.940096,0.0022
0,0,32061.7,128246.82,0,4,1.499528,2.399493,1.962255,0,0,0,5,0,7.8490209,7.8490209
0,62490.9,8905.62,232000.78,3,5,0.039417,3.999922,2.036068,0.0266,6.652353,3.392984,8,10.17895282,10.18033882,0.001386
0,58146.8,68553.37,728981.33,9,3,0.3057,9.854268,6.018223,0,9.85329,1.97195,12,17.74754889,18.05466777,0.30711888
0,39.81,706.02,572313.23,738,769,0.529201,13.582823,1.254559,0.527622,13.582184,1.306237,1507,964.0029853,964.755533,0.752547661
0,13919.87,7430.85,730425.92,45,14,0.01,36.5,11.545215,0,87.522108,3.693905,60,166.2257176,161.6330056,-4.592712036
0,164.08,0.82,329.78,2,2,3.125175,97.874825,50.5,0.312924,100.68605,50.499487,4,100.9989738,101,0.001026218
0,21.96,0,65.88,3,1,101,101,101,25,41.495122,33.666149,4,100.998446,101,0.001554
0,0,0,2.38,1,1,1.984529,1.984529,1.984529,1.984057,1.984057,1.984057,2,1.984057344,1.98452898,0.000471636
0,110.22,0.21,331.07,3,2,27.671251,73.328749,50.5,0.1,76.073876,33.666165,5,100.9984936,101,0.001506437
0,0,55.66,1540.77,1,3,0.5,4,1.791159,5.372976,5.372976,5.372976,4,5.37297636,5.37347636,0.0005
0,2.15,383.31,1541.82,4,4,0.05,9.48,4.1325,0.04895,9.47895,4.13145,8,16.5258,16.53,0.0042
0,8462.15,9681.63,364169.23,11,28,0.010565,15.92219,1.711873,0.01,17.12,4.235391,39,46.58930112,47.93243763,1.343136515
0,0,2021.53,224389.57,0,111,0,221.2896,79.068456,0,0,0,112,0,8776.598594,8776.598594
0,0,1126.64,159982.33,0,142,0,1.144309,0.680048,0,0,0,143,0,96.56681321,96.56681321
0,184.32,38375.1,153869.02,2,4,0,0.03,0.0175,0.0138,0.068674,0.041237,6,0.082474,0.07,-0.012474
0,127.1,5235.9,225118.62,41,42,0.045974,0.260371,0.122849,0.044924,0.259321,0.125265,83,5.135866876,5.159642359,0.023775483
0,16.09,23212.4,348395.22,13,15,0.16,4.137748,1.389382,0.156643,4.122748,1.599084,28,20.78809151,20.8407246,0.052633091
0,86885.88,19454.28,859790.03,9,4,1.5,30,9.37475,0,5,1.257675,13,11.31907636,37.499,26.17992364
0,4442.43,38671.19,481823.97,4,12,0.095,3.116017,0.938549,0.052513,0.2,0.113128,16,0.452513,11.2625924,10.8100794
0,9454.07,3020.39,645367.48,67,15,0,15.287121,3.886909,0,18.05,0.852985,82,57.1500032,58.30364212,1.15363892
0,3841.43,4181.45,636491.48,108,53,0.01,200.22,26.538892,0,200,13.067778,161,1411.32002,1406.561288,-4.7587321
0,35.27,0.45,71.43,2,2,15.015491,85.984509,50.5,49.004789,51.994179,50.499484,4,100.9989679,101,0.001032086
0,18.47,0,55.42,3,1,101,101,101,0.11,50.952937,33.666149,4,100.998446,101,0.001554
0,0,13340.42,226787.22,0,17,0,4.56528,1.188195,0,0,0,18,0,20.19932204,20.19932204
0,1.53,99458.45,895139.88,9,9,3.827058,44.99595,12.634686,3.826586,44.995523,12.634198,18,113.7077854,113.7121743,0.004388927
0,28.16,17020.26,102262.33,5,6,0,2.5,0.725826,0.087513,2.498242,0.869518,11,4.34758868,4.35495365,0.00736497
0,0,2057.81,263399.88,0,128,0,0,0,0,0,0,129,0,0,0
0,997.08,6079.22,255453.78,55,33,0.012,4.507006,1.329624,0,7.623603,0.797123,88,43.84177719,43.8775933,0.035816107
0,103.1,3044.08,790260.72,136,255,0.09,19.5,1.757644,0.503106,19.499392,3.29473,391,448.0832905,448.1991704,0.115879896
0,1.46,0,4.37,3,2,943.31416,1057.68584,1000.5,50.9,1050.718699,666.999528,5,2000.998585,2001,0.001414909
0,61.03,36.74,394171.35,1103,8897,0,1999.998587,9.526978,0.1,5999.999,75.747375,10000,83549.355,84761.52104,1212.166041
0,0,73.73,737272.97,0,9999,0,3499.999425,14.345195,0,0,0,10000,0,143437.6048,143437.6048
0,25.89,0,77.68,3,2,27.347081,73.652919,50.5,3.49,58.074149,33.666163,5,100.998488,101,0.001512
0,0,20169.48,60508.45,0,3,0,6.399403,4.132966,0,0,0,4,0,12.3988982,12.3988982
0,0,21117.81,168942.5,0,8,0,1.001211,0.690069,0,0,0,9,0,5.520550214,5.520550214
0,0,1354.63,452444.9,0,334,0,66.180436,12.440834,0,0,0,335,0,4155.238457,4155.238457
0,167.35,0,669.4,4,2,489.546147,1511.453853,1000.5,0.001008,1755.428878,500.249559,6,2000.998236,2001,0.001764
0,51.79,346.95,120159.92,297,302,0.200235,1.071925,0.233037,0.199815,1.071505,0.23654,599,70.25242803,70.37718903,0.124761
0,2.41,0,9.63,4,2,935.942421,1065.057579,1000.5,0.001078,1333.174608,500.249528,6,2000.998113,2001,0.001886545
0,35.82,13582.74,258645.15,16,19,0.000344,2.17802,0.552257,0.001216,2.177585,0.655248,35,10.48397004,10.49288361,0.008913569
0,43366.81,0,130100.42,3,1,0.01,0.01,0.01,0,0.008788,0.002929,4,0.008788214,0.01,0.001211786
0,3035.19,18898.54,963647.43,249,11,0,7.2,2.570133,0,12,0.126124,260,31.404838,28.27146239,-3.133375606
0,0,1741.76,276939.38,0,159,0,0.52296,0.005805,0,0,0,160,0,0.922959773,0.922959773
0,18.6,0.04,74.48,4,2,49.574566,51.425434,50.5,0.762195,96.939133,25.249483,6,100.9979336,101,0.002066409
0,0,0,203.38,1,1,1.767,1.767,1.767,1.7648,1.7648,1.7648,2,1.7648,1.767,0.0022
0,26.27,0.13,79.08,3,2,43.443796,57.556204,50.5,0.5,92.432829,33.666163,5,100.998488,101,0.001512
0,23.44,680.35,799113.78,800,1147,0.021651,1.343587,0.706142,0.498246,5.593959,1.010933,1947,808.7460294,809.9445847,1.198555314
0,14.18,12528.6,301026.63,24,24,2.555976,35.056171,9.756729,2.555283,35.055751,9.756171,48,234.1481146,234.161501,0.013386334
0,0,0,2.38,1,1,1.21,1.21,1.21,1.209528,1.209528,1.209528,2,1.209528364,1.21,0.000471636
0,0,1705.11,226778.98,0,133,0,2.462798,1.03335,0,0,0,134,0,137.4354942,137.4354942
0,0,30231.99,60463.98,0,2,0,22.89,11.445,0,0,0,3,0,22.89,22.89
0,0,0,2.12,1,1,1,1,1,0.999442,0.999442,0.999442,2,0.999441931,1,0.000558069
0,23.57,0,70.72,3,1,101,101,101,0.429697,80.804466,33.666149,4,100.998446,101,0.001554
0,1.02,33744.12,101235.42,3,3,0.001369,0.003212,0.002054,0.000529,0.002372,0.001214,6,0.003643113,0.006163113,0.00252
0,5.49,55533.12,222148.95,3,4,0.005,95.554473,53.275094,29.98902,95.558673,71.031824,7,213.0954721,213.100375,0.00490286
0,0,1574.87,226781.97,0,144,0,0.288348,0.178546,0,0,0,145,0,25.71059789,25.71059789
0,0,7426.41,319335.67,0,43,0,17.146148,1.090165,0,0,0,44,0,46.87710441,46.87710441
0,22.72,0,68.17,3,1,101,101,101,0.005,56.582331,33.666149,4,100.998446,101,0.001554
0,13.37,2401.89,367012.67,144,152,0.08,73.5,21.606215,0.078242,74.127762,22.804786,296,3283.88912,3284.144693,0.25557213
0,983.72,256.4,55726.6,53,14,0.01,14,4.686005,0,17,1.33666,67,70.843,65.60407482,-5.23892518
0,0,0,12.2,1,1,0.5,0.5,0.5,0.49938,0.49938,0.49938,2,0.49938,0.5,0.00062
0,6062.88,0,12125.75,2,1,0.67675,0.67675,0.67675,0.01,0.665742,0.337871,3,0.67574201,0.67675001,0.001008
0,10726.92,5300.98,706977.08,58,16,0.1,12.5,5.953125,0,16,1.908397,74,110.687,95.25,-15.437
0,5641.66,4009.83,149807.42,23,5,0.01,6,1.208,0,6.007934,0.261787,28,6.021110176,6.04,0.018889824
0,1.83,5818.54,17461.12,3,3,0.114854,4.716934,1.669672,0.114346,4.716358,1.669146,6,5.007438527,5.00901694,0.001578413
0,6453.62,5824.39,821674.65,84,48,0,182.9,19.40215,0,324,11.168882,132,938.1860514,931.3031863,-6.882865088
0,158.51,0,317.02,2,1,101,101,101,0.32,100.679016,50.499508,3,100.9990158,101,0.000984218
0,2287.41,3593.72,67635.75,17,8,0.005,1.995,0.737081,0,1.99,0.462421,25,7.861153407,5.89665001,-1.964503397
0,128.05,2676.14,1044781.85,113,385,0.19721,14.99,0.274234,0.594149,14.989126,0.933167,498,105.447907,105.5799568,0.13204982
0,8005.23,18481.54,820394.98,54,21,0.035167,8.687328,2.804921,0,8.864685,1.092752,79,59.00859859,58.90334658,-0.105252011
0,3.67,8121.75,89368.62,8,11,0.828391,7.62388,5.409216,0.827971,14.955439,7.437226,19,59.49780862,59.5013736,0.003564983
0,39.13,2584.23,592840.33,225,226,0.061527,14.250823,1.122684,1.001132,14.249416,1.127032,451,253.5822226,253.7264804,0.14425779
0,0,98742.3,592453.82,0,6,0,0,0,0,0,0,7,0,0,0
0,10.35,59074.6,354509.72,6,6,2.984788,266.736384,48.277719,2.984368,266.735964,48.277285,12,289.6637101,289.6663141,0.002604
0,0,0,185.68,1,1,20,20,20,19.99958,19.99958,19.99958,2,19.99958,20,0.00042
0,161.01,0.63,323.28,2,2,47.803114,53.196886,50.5,3,97.999016,50.499508,4,100.9990158,101,0.000984218
0,17.14,1500.16,311046.43,205,205,1.011946,20.805864,6.556485,1.008589,20.802507,6.553071,410,1343.379645,1344.079493,0.6998484
